country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Guinea-Bissau,GNB,2022-03-25,,,,,32.0,,,,16.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Monaco,MCO,2021-03-05,,,,,275.0,,,,6959.0,Pfizer/BioNTech,National Council,https://en.gouv.mc/Policy-Practice/Social-Affairs-and-Health/News/Minister-of-State-visits-those-working-to-combat-COVID
Malawi,MWI,2021-09-24,1019673.0,780637.0,486133.0,9289.0,6406.0,5.19,3.97,2.47,326.0,"Johnson&Johnson, Oxford/AstraZeneca",World Health Organization,https://covid19.who.int/
England,OWID_ENG,2021-09-05,76842974.0,40490119.0,36352855.0,75157.0,119740.0,135.89,71.6,64.28,2117.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Tanzania,TZA,2022-02-16,,,,,36789.0,,,,598.0,"Johnson&Johnson, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Finland,FIN,2021-07-25,5399940.0,3639933.0,1760007.0,,38958.0,97.32,65.6,31.72,7022.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov
Lebanon,LBN,2021-07-22,1781582.0,1070745.0,710837.0,34063.0,12193.0,26.32,15.82,10.5,1801.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
Croatia,HRV,2021-05-06,1025701.0,796909.0,228792.0,46520.0,21854.0,25.13,19.52,5.61,5354.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.koronavirus.hr
Togo,TGO,2021-08-17,,,,,3573.0,,,,421.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
Malawi,MWI,2021-03-17,5417.0,5417.0,,,,0.03,0.03,,,"Johnson&Johnson, Oxford/AstraZeneca",World Health Organization,https://covid19.who.int/
Argentina,ARG,2021-08-09,36199504.0,26893571.0,9305487.0,390623.0,356971.0,79.37,58.97,20.4,7827.0,"CanSino, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Ministry of Health,https://covidstats.com.ar/
New Zealand,NZL,2022-01-02,8190201.0,3972778.0,3857030.0,2989.0,11262.0,159.77,77.5,75.24,2197.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/covid-19-vaccine-data
Tajikistan,TJK,2021-09-14,,,,,44133.0,,,,4527.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/
Guernsey,GGY,2021-03-29,,,,,325.0,,,,5127.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Guernsey,https://covid19.gov.gg/guidance/vaccine/stats
Malaysia,MYS,2021-08-30,35258502.0,20112825.0,15168076.0,392317.0,402304.0,107.57,61.36,46.28,12274.0,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Malaysia,https://github.com/MoH-Malaysia/covid19-public
El Salvador,SLV,2021-07-07,,,,,34764.0,,,,5333.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Ministry of Health,https://covid19.gob.sv/
Sierra Leone,SLE,2021-09-14,,,,,1504.0,,,,185.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
China,CHN,2021-12-11,2602703000.0,,,10824000.0,8468429.0,180.22,,,5864.0,"CanSino, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, ZF2001",National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202203/d81d339daf694f97952f10d9d8604143.shtml
Chile,CHL,2021-10-20,34890533.0,16273891.0,14559838.0,238520.0,147582.0,181.6,84.71,75.78,7682.0,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Ministry of Health, via Ministry of Science GitHub repository",https://github.com/MinCiencia/Datos-COVID19
Belize,BLZ,2021-10-23,,,,,1738.0,,,,4292.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Nigeria,NGA,2021-05-23,1929237.0,1929237.0,,2096.0,16777.0,0.91,0.91,,79.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
Scotland,OWID_SCT,2021-05-26,5117092.0,3174807.0,1942285.0,47550.0,44482.0,93.62,58.08,35.53,8138.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Cape Verde,CPV,2021-09-15,,,,,4264.0,,,,7589.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Japan,JPN,2022-02-07,209653907.0,101444465.0,99914638.0,871371.0,558535.0,166.32,80.48,79.27,4431.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Prime Minister's Office,https://www.kantei.go.jp/jp/headline/kansensho/vaccine.html
Bahrain,BHR,2021-11-27,2899607.0,1187429.0,1157799.0,5152.0,6881.0,165.85,67.92,66.22,3936.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik Light, Sputnik V",Ministry of Health,https://covid19.who.int/
Saint Lucia,LCA,2021-11-25,,,,,254.0,,,,1377.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
England,OWID_ENG,2021-04-02,30791767.0,26644910.0,4146857.0,284035.0,432863.0,54.45,47.12,7.33,7655.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Grenada,GRD,2022-03-24,,,,,36.0,,,,319.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Romania,ROU,2021-10-31,12676731.0,,6297622.0,65169.0,118552.0,66.27,,32.92,6198.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania via datelazi.ro,https://datelazi.ro/
Gabon,GAB,2021-04-13,,,,,205.0,,,,90.0,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Africa Centres for Disease Control and Prevention,https://africacdc.org/covid-19-vaccination/
Ukraine,UKR,2021-09-18,11420819.0,6282896.0,5157975.0,58605.0,107860.0,26.27,14.45,11.87,2481.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://health-security.rnbo.gov.ua
Rwanda,RWA,2021-11-25,,,,,119410.0,,,,8994.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://africacdc.org/covid-19-vaccination/
Guinea-Bissau,GNB,2022-02-15,,,,,8411.0,,,,4173.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Portugal,PRT,2021-03-04,995979.0,699085.0,298685.0,28302.0,26634.0,9.8,6.88,2.94,2619.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate General for Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data
Vanuatu,VUT,2021-08-02,,,,,397.0,,,,1262.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Uganda,UGA,2021-03-12,1015.0,1015.0,,,338.0,0.0,0.0,,7.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",World Health Organization,https://covid19.who.int/
Zimbabwe,ZWE,2021-04-09,194228.0,166260.0,27968.0,12528.0,9847.0,1.29,1.1,0.19,652.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",Ministry of Health,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd
Canada,CAN,2021-09-13,54616618.0,28425455.0,26154961.0,99404.0,87402.0,143.47,74.67,68.71,2296.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Grenada,GRD,2021-08-06,38233.0,21625.0,16608.0,,78.0,33.83,19.13,14.7,690.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech",World Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Romania,ROU,2021-10-11,10810621.0,,5546873.0,51721.0,55171.0,56.52,,29.0,2884.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania via datelazi.ro,https://datelazi.ro/
Switzerland,CHE,2021-09-05,9766037.0,5115176.0,4762384.0,2656.0,22293.0,112.05,58.69,54.64,2558.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
Venezuela,VEN,2021-04-26,,,,,1784.0,,,,62.0,"Abdala, Sinopharm/Beijing, Sinovac, Soberana02, Sputnik Light, Sputnik V",Pan American Health Organization,https://covid19.who.int/
Netherlands,NLD,2021-05-07,,,,,117360.0,,,,6834.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech","European CDC, via Marino van Zelst",https://github.com/mzelst/covid-19
Lesotho,LSO,2022-01-16,,,,,0.0,,,,0.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Qatar,QAT,2021-11-11,4870836.0,,,3983.0,3132.0,166.21,,,1069.0,"Moderna, Pfizer/BioNTech",Ministry of Public Health,https://covid19.moph.gov.qa/EN/Pages/Vaccination-Program-Data.aspx
France,FRA,2021-07-16,64823881.0,37834637.0,27586132.0,877814.0,599042.0,96.15,56.12,40.92,8885.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
Iceland,ISL,2021-09-03,530087.0,279947.0,264427.0,1344.0,506.0,143.74,75.91,71.7,1372.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Greenland,GRL,2021-02-06,,,,,77.0,,,,1354.0,Moderna,Government of Greenland,https://corona.nun.gl
Barbados,BRB,2021-10-16,261495.0,144981.0,116514.0,842.0,1134.0,90.89,50.39,40.5,3941.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://gisbarbados.gov.bb/blog/covid-19-update-for-monday-march-28/
Brazil,BRA,2021-05-20,61297420.0,41089722.0,20207698.0,934086.0,673351.0,28.64,19.2,9.44,3147.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",State governments via coronavirusbra1.github.io,https://coronavirusbra1.github.io
Morocco,MAR,2021-10-26,47152928.0,24053942.0,21835545.0,,271915.0,126.26,64.41,58.47,7281.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/
Zimbabwe,ZWE,2021-10-16,5669562.0,3205003.0,2464559.0,13220.0,15720.0,37.57,21.24,16.33,1042.0,"Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",Ministry of Health,https://www.arcgis.com/home/webmap/viewer.html?url=https://services9.arcgis.com/DnERH4rcjw7NU6lv/ArcGIS/rest/services/Vaccine_Distribution_Program/FeatureServer&source=sd
Kuwait,KWT,2021-06-16,,,,,11572.0,,,,2673.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Tokelau,TKL,2021-09-05,,,,,17.0,,,,12427.0,Pfizer/BioNTech,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Central African Republic,CAF,2021-11-28,,,,,952.0,,,,193.0,"Covaxin, Oxford/AstraZeneca",Africa Centres for Disease Control and Prevention,https://covid19.who.int/
Turkey,TUR,2021-03-28,,,,,249034.0,,,,2928.0,"Pfizer/BioNTech, Sinovac, Turkovac",COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Togo,TGO,2021-06-29,,,,,2743.0,,,,324.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
Madagascar,MDG,2021-06-09,,,,,5829.0,,,,205.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Italy,ITA,2022-03-18,135391236.0,50699726.0,47746993.0,64256.0,58286.0,224.28,83.99,79.09,966.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://raw.githubusercontent.com/italia/covid19-opendata-vaccini/master/dati/somministrazioni-vaccini-latest.csv
Senegal,SEN,2021-09-08,,,,,1467.0,,,,85.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Chile,CHL,2021-06-22,21857029.0,12264342.0,9815553.0,309232.0,126905.0,113.77,63.84,51.09,6605.0,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac","Ministry of Health, via Ministry of Science GitHub repository",https://github.com/MinCiencia/Datos-COVID19
Trinidad and Tobago,TTO,2022-01-11,1440179.0,722750.0,675830.0,,3661.0,102.62,51.5,48.16,2609.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministry of Health,https://services3.arcgis.com/x3I4DqUw3b3MfTwQ/arcgis/rest/services/service_7a519502598f492a9094fd0ad503cf80/FeatureServer/0/query
Australia,AUS,2021-10-05,29245786.0,17160890.0,12084896.0,349856.0,265422.0,113.41,66.55,46.86,10292.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Australia via CovidBaseAU,https://covidbaseau.com/
Lebanon,LBN,2021-12-15,3857745.0,2097664.0,1760081.0,19023.0,20703.0,56.99,30.99,26.0,3058.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Lebanon,https://impact.cib.gov.lb/home/dashboard/vaccine
Saudi Arabia,SAU,2021-09-03,37701606.0,22354373.0,15347233.0,108457.0,279277.0,106.68,63.25,43.43,7902.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Saudi Health Council,https://covid19.who.int/
Albania,ALB,2021-09-05,,,,,12091.0,,,,4209.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Ministry of Health,https://shendetesia.gov.al/vaksinimi-anticovid-2754244-vaksinime/
Philippines,PHL,2021-10-24,55715693.0,,25711980.0,,487398.0,50.17,,23.15,4389.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",Department of Health via ABS-CBN Investigative and Research Group,https://news.abs-cbn.com/spotlight/multimedia/infographic/03/23/21/philippines-covid-19-vaccine-tracker
Guinea-Bissau,GNB,2021-07-24,,,,,210.0,,,,104.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Uganda,UGA,2022-02-28,16672943.0,13809794.0,,,59811.0,35.38,29.31,,1269.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",World Health Organization,https://covid19.who.int/
Tunisia,TUN,2021-11-07,9610235.0,5729629.0,4644077.0,50086.0,43163.0,80.52,48.0,38.91,3616.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",Ministry of Health,https://web.facebook.com/santetunisie.rns.tn/posts/339797681524034?__cft__[0]=AZUiZe_DZCgQaUfW53dSTtXxKD5Vmq3M4OkNzKUMnMjzyKYqwPgH6EV-do3PCuT4TqokRZFYjLLshZ87APo1I0dbZHgTHn-95N8CB7Crpo5q1AShf3f9AQYWATKZCptNluocUhFJ8tKk3Z4cIg3qRVhQ&__tn__=%2CO%2CP-R
Denmark,DNK,2021-10-05,8831119.0,4436890.0,4362600.0,8515.0,5743.0,151.91,76.32,75.05,988.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Statens Serum Institute,https://covid19.ssi.dk/overvagningsdata/download-fil-med-vaccinationsdata
Madagascar,MDG,2021-10-16,,,,,6154.0,,,,216.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Mali,MLI,2021-12-04,,,,,15366.0,,,,737.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/
Cambodia,KHM,2022-02-26,35192587.0,14548172.0,13844276.0,124760.0,133343.0,207.67,85.85,81.69,7868.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac",Ministry of Health,https://web.facebook.com/MinistryofHealthofCambodia/posts/341471994676237
Sudan,SDN,2021-09-17,,,,,22581.0,,,,503.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",World Health Organization,https://covid19.who.int/
Romania,ROU,2022-01-28,16384935.0,,7967059.0,23133.0,16182.0,85.66,,41.65,846.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania via datelazi.ro,https://datelazi.ro/
Morocco,MAR,2021-11-23,,,,,24195.0,,,,648.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/
Lithuania,LTU,2021-09-14,3117690.0,1707769.0,1585045.0,9999.0,8369.0,115.91,63.49,58.93,3111.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://experience.arcgis.com/experience/cab84dcfe0464c2a8050a78f817924ca/page/page_3/
Bosnia and Herzegovina,BIH,2021-03-29,,,,,574.0,,,,176.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/
Turkey,TUR,2021-08-24,90405737.0,46649044.0,35672814.0,754580.0,771638.0,106.31,54.85,41.95,9074.0,"Pfizer/BioNTech, Sinovac, Turkovac",COVID-19 Vaccine Information Platform,https://covid19asi.saglik.gov.tr/
Kuwait,KWT,2022-02-13,,,,,9342.0,,,,2158.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Mozambique,MOZ,2021-10-09,,,,,3308.0,,,,103.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Austria,AUT,2021-02-06,,,,,14440.0,,,,1597.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.ecdc.europa.eu/en/publications-data/data-covid-19-vaccination-eu-eea
Faeroe Islands,FRO,2021-03-11,,,,,178.0,,,,3629.0,"Moderna, Pfizer/BioNTech",Government of the Faeroe Islands,https://corona.fo/api
Northern Ireland,OWID_NIR,2021-07-31,2262641.0,1218732.0,1043909.0,7122.0,8352.0,119.34,64.28,55.06,4405.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Central African Republic,CAF,2022-02-18,823895.0,744672.0,712447.0,,10419.0,16.75,15.14,14.48,2118.0,"Covaxin, Oxford/AstraZeneca",Africa Centres for Disease Control and Prevention,https://covid19.who.int/
Brazil,BRA,2021-03-26,19577786.0,14928869.0,4648917.0,922441.0,564920.0,9.15,6.98,2.17,2640.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",State governments via coronavirusbra1.github.io,https://coronavirusbra1.github.io
Panama,PAN,2022-01-04,,,,,12036.0,,,,2747.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Cape Verde,CPV,2021-08-10,,,,,3680.0,,,,6549.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/
Jersey,JEY,2021-09-16,,,,,81.0,,,,801.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Datasets/ListOpenData?ListName=COVID19Weekly&clean=true
South Korea,KOR,2021-07-15,21452570.0,16126834.0,6490990.0,268856.0,160553.0,41.81,31.43,12.65,3129.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Korea Centers for Disease Control and Prevention,https://ncv.kdca.go.kr/
Guinea,GIN,2021-12-05,,,,,5105.0,,,,378.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",National Health Security Agency,https://covid19.who.int/
Uganda,UGA,2021-10-09,,,,,33795.0,,,,717.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",World Health Organization,https://covid19.who.int/
Scotland,OWID_SCT,2021-07-25,7090729.0,3998627.0,3092102.0,14132.0,18576.0,129.72,73.15,56.57,3398.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
South Africa,ZAF,2022-03-11,32517834.0,20642570.0,17522887.0,195143.0,75417.0,54.16,34.38,29.18,1256.0,"Johnson&Johnson, Pfizer/BioNTech",Ministry of Health,https://sacoronavirus.co.za/latest-vaccine-statistics/
Equatorial Guinea,GNQ,2021-04-19,,,,,2062.0,,,,1422.0,Sinopharm/Beijing,Ministry of Health,https://guineasalud.org/estadisticas/
Morocco,MAR,2021-08-28,32541843.0,18204563.0,14337280.0,104794.0,343613.0,87.14,48.75,38.39,9201.0,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",World Health Organization,https://covid19.who.int/
Malaysia,MYS,2021-06-05,3533801.0,2390749.0,1143058.0,73646.0,92956.0,10.78,7.29,3.49,2836.0,"CanSino, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Malaysia,https://github.com/MoH-Malaysia/covid19-public
Saint Lucia,LCA,2021-10-03,80323.0,46732.0,33591.0,246.0,614.0,43.56,25.34,18.22,3330.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Sao Tome and Principe,STP,2021-06-24,24908.0,,,,99.0,11.15,,,443.0,Oxford/AstraZeneca,World Health Organization,https://africacdc.org/covid-19-vaccination/
Jersey,JEY,2022-02-04,,,,,115.0,,,,1138.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Jersey,https://www.gov.je/Datasets/ListOpenData?ListName=COVID19Weekly&clean=true
Myanmar,MMR,2021-12-13,,,,,266251.0,,,,4858.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://mohs.gov.mm/page/18035
Liechtenstein,LIE,2021-12-17,60370.0,26037.0,25492.0,909.0,721.0,157.81,68.06,66.64,18848.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=FL
Dominica,DMA,2022-03-16,62030.0,32256.0,29774.0,,31.0,85.95,44.69,41.25,430.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Singapore,SGP,2022-01-01,11584105.0,4757954.0,4618447.0,563.0,40298.0,212.41,87.24,84.69,7389.0,"Moderna, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Singapore,https://data.gov.sg/dataset/covid-19-vaccination
Austria,AUT,2021-11-29,,,,,110921.0,,,,12266.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.ecdc.europa.eu/en/publications-data/data-covid-19-vaccination-eu-eea
Kazakhstan,KAZ,2021-05-27,3097941.0,2076841.0,1021100.0,88287.0,49055.0,16.31,10.93,5.38,2583.0,"QazVac, Sinopharm/Beijing, Sputnik V",Government of Kazakhstan,https://www.coronavirus2020.kz/
Zambia,ZMB,2021-06-02,147115.0,141829.0,5286.0,,274.0,0.78,0.75,0.03,14.0,"Johnson&Johnson, Oxford/AstraZeneca, Sinopharm/Beijing",Government of Zambia,https://rtc-planning.maps.arcgis.com/apps/dashboards/3b3a01c1d8444932ba075fb44b119b63
Montenegro,MNE,2021-10-10,473328.0,250322.0,223006.0,705.0,1741.0,75.36,39.86,35.51,2772.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Montenegro,https://www.covidodgovor.me/
Equatorial Guinea,GNQ,2021-11-21,,,,,443.0,,,,306.0,Sinopharm/Beijing,Ministry of Health,https://guineasalud.org/estadisticas/
Bermuda,BMU,2021-02-22,17073.0,12304.0,4769.0,,560.0,27.5,19.82,7.68,9019.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Curacao,CUW,2021-04-17,64447.0,50876.0,13571.0,3416.0,3400.0,39.11,30.87,8.24,20632.0,"Moderna, Pfizer/BioNTech",Government of Curacao,https://bakuna.cw/
Indonesia,IDN,2021-09-30,142192361.0,91079001.0,51113360.0,1956381.0,1709127.0,51.45,32.96,18.5,6184.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac",Government of Indonesia,https://data.covid19.go.id/public/index.html
Switzerland,CHE,2021-11-27,11848264.0,5853761.0,5713020.0,22993.0,41580.0,135.94,67.16,65.55,4771.0,"Johnson&Johnson, Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://opendata.swiss/en/dataset/covid-19-schweiz?detGeo=CH
England,OWID_ENG,2022-02-19,116914092.0,44199987.0,41022905.0,51772.0,45738.0,206.74,78.16,72.54,809.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
